"V1"	"V2"	"V3"	"V4"
"vimss"	" 3475600"	"cysteine-glycine"	"   17508"	"cysteine-glycine"
"vimss"	" 3475601"	""	"   17509"	""
"vimss"	" 3475602"	"ethanolamine"	"   17510"	"ethanolamine"
"vimss"	" 3475603"	""	"   17511"	"phosphoric acid"
"vimss"	" 3475604"	""	"   17512"	""
"vimss"	" 3475605"	""	"   17513"	""
"vimss"	" 3475606"	""	"   17514"	""
"vimss"	" 3475608"	""	"   17515"	""
"vimss"	" 3475609"	""	"   17516"	""
"vimss"	" 3475610"	""	"   17517"	""
"vimss"	" 3475611"	""	"   17518"	""
"vimss"	" 3475612"	""	"   17519"	""
"vimss"	" 3475614"	""	"   17520"	""
"vimss"	" 3475615"	""	" 1937025"	""
"vimss"	" 3475616"	""	"   17522"	""
"vimss"	" 3475617"	""	"   17523"	""
"vimss"	" 3475618"	""	"   17524"	""
"vimss"	" 3475619"	""	"   17525"	""
"vimss"	" 3475620"	""	"   17526"	""
"vimss"	" 3475621"	""	"   17527"	""
"vimss"	" 3475622"	""	"   17528"	""
"vimss"	" 3475623"	""	"   17529"	""
"vimss"	" 3475624"	"phosphoric acid"	"   17530"	""
"vimss"	" 3475626"	""	"   17532"	""
"vimss"	" 3475628"	""	"   17534"	""
"vimss"	" 3475630"	"glycerol"	"   17536"	"glycerol"
"vimss"	" 3475631"	"phosphoric acid"	"   17537"	""
"vimss"	" 3475633"	"phosphoric acid"	"   17539"	"phosphoric acid"
"vimss"	" 3475634"	"phosphoric acid"	"   17540"	""
"vimss"	" 3475635"	"phosphoric acid"	"   17541"	"phosphoric acid"
"vimss"	" 3475640"	""	" 1937033"	""
"vimss"	" 3475641"	""	"   17548"	""
"vimss"	" 3475646"	""	"   17553"	""
"vimss"	" 3475647"	""	"   17554"	""
"vimss"	" 3475649"	""	"   17555"	""
"vimss"	" 3475650"	""	"   17556"	""
"vimss"	" 3475651"	""	"   17557"	""
"vimss"	" 3475652"	""	"   17558"	""
"vimss"	" 3475653"	""	"   17559"	""
"vimss"	" 3475654"	""	"   17560"	""
"vimss"	" 3475655"	"glutathione"	"   17561"	"glutathione"
"vimss"	" 3475658"	""	"   17562"	""
"vimss"	" 3475659"	""	"   17563"	""
"vimss"	" 3475660"	""	"   17564"	""
"vimss"	" 3475663"	""	"   17567"	""
"vimss"	" 3475665"	""	"   17569"	""
"vimss"	" 3475666"	""	"   17570"	""
"vimss"	" 3475667"	""	"   17571"	""
"vimss"	" 3475669"	""	"   17573"	""
"vimss"	" 3475670"	""	"   17574"	""
"vimss"	" 3475671"	""	"   17575"	""
"vimss"	" 3475672"	""	"   17576"	""
"vimss"	" 3475675"	""	"   17577"	""
"vimss"	" 3475676"	"GABA"	"   17578"	"GABA"
"vimss"	" 3475677"	""	"   17579"	""
"vimss"	" 3475678"	""	"   17580"	""
"vimss"	" 3475679"	""	"   17581"	""
"vimss"	" 3475680"	""	"   17582"	""
"vimss"	" 3475681"	""	"   17583"	""
"vimss"	" 3475682"	""	"   17584"	""
"vimss"	" 3475683"	""	"   17585"	""
"vimss"	" 3475684"	""	"   17586"	""
"vimss"	" 3475685"	""	"   17587"	""
"vimss"	" 3475686"	""	"   17588"	""
"vimss"	" 3475687"	""	"   17589"	""
"vimss"	" 3475688"	""	"   17590"	""
"vimss"	" 3475694"	""	"   17600"	""
"vimss"	" 3475695"	""	"   17601"	""
"vimss"	" 3475696"	""	"   17602"	""
"vimss"	" 3475697"	""	"   17603"	""
"vimss"	" 3475698"	""	"   17604"	""
"vimss"	" 3475700"	""	"   17605"	""
"vimss"	" 3475703"	""	"   17606"	""
"vimss"	" 3475704"	""	"   17607"	""
"vimss"	" 3475705"	""	"   17608"	""
"vimss"	" 3475706"	""	"   17609"	""
"vimss"	" 3475707"	"glycine"	"   17610"	"glycine"
"vimss"	" 3475708"	""	"   17611"	""
"vimss"	" 3475709"	""	" 1937052"	""
"vimss"	" 3475710"	"gluconic acid"	"   17613"	"gluconic acid"
"vimss"	" 3475711"	""	"   17614"	""
"vimss"	" 3475712"	""	"   17615"	""
"vimss"	" 3475714"	""	" 1937055"	""
"vimss"	" 3475717"	"adenosine-5-monophosphate"	"   17620"	"adenosine-5-monophosphate"
"vimss"	" 3475718"	"adenosine-5-monophosphate"	"   17621"	"adenosine-5-monophosphate"
"vimss"	" 3475719"	""	" 1937056"	""
"vimss"	" 3475720"	""	"   17622"	""
"vimss"	" 3475721"	""	"   17623"	""
"vimss"	" 3475722"	""	"   17624"	""
"vimss"	" 3475723"	""	"   17625"	""
"vimss"	" 3475724"	"xylose 2"	"   17626"	"xylose 2"
"vimss"	" 3475725"	""	"   17627"	""
"vimss"	" 3475726"	"phosphoric acid"	"   17628"	"phosphoric acid"
"vimss"	" 3475727"	""	"   17629"	""
"vimss"	" 3475728"	""	"   17630"	""
"vimss"	" 3475729"	""	" 1937059"	""
"vimss"	" 3475730"	""	"   17632"	""
"vimss"	" 3475731"	"alanine"	" 1937060"	"alanine"
"vimss"	" 3475733"	""	"   17634"	""
"vimss"	" 3475734"	""	"   17635"	""
"vimss"	" 3475735"	""	"   17636"	""
"vimss"	" 3475736"	""	"   17637"	""
"vimss"	" 3475737"	""	"   17638"	""
"vimss"	" 3475738"	""	" 1937061"	""
"vimss"	" 3475739"	""	"   17640"	""
"vimss"	" 3475740"	""	"   17641"	""
"vimss"	" 3475741"	""	"   17642"	"phosphoethanolamine"
"vimss"	" 3475742"	""	"   17643"	""
"vimss"	" 3475743"	""	"   17644"	""
"vimss"	" 3475744"	""	"   17645"	""
"vimss"	" 3475745"	""	"   17646"	""
"vimss"	" 3475746"	""	"   17647"	""
"vimss"	" 3475747"	""	"   17648"	""
"vimss"	" 3475749"	"GABA"	"   17649"	"GABA"
"vimss"	" 3475750"	"glycerol"	" 1937064"	"glycerol"
"vimss"	" 3475751"	""	"   17651"	""
"vimss"	" 3475752"	"phosphoric acid"	"   17652"	"phosphoric acid"
"vimss"	" 3475753"	"glutathione"	"   17653"	""
"vimss"	" 3475756"	""	"   17655"	""
"vimss"	" 3475758"	""	"   17658"	""
"vimss"	" 3475759"	""	"   17659"	""
"vimss"	" 3475761"	"mannose-6-phosphate NIST"	"   17660"	"mannose-6-phosphate NIST"
"vimss"	" 3475762"	""	"   17661"	""
"vimss"	" 3475763"	""	"   17662"	""
"vimss"	" 3475764"	""	" 1937066"	""
"vimss"	" 3475765"	""	"   17663"	""
"vimss"	" 3475770"	""	"   17664"	""
"vimss"	" 3475771"	""	"   17665"	""
"vimss"	" 3475772"	"lactic acid"	"   17666"	"lactic acid"
"vimss"	" 3475773"	""	"   17667"	""
"vimss"	" 3475774"	"serine"	"   17668"	"serine"
"vimss"	" 3475775"	"glycerol-alpha-phosphate"	"   17669"	"glycerol-alpha-phosphate"
"vimss"	" 3475776"	""	"   17670"	""
"vimss"	" 3475777"	""	"   17671"	""
"vimss"	" 3475778"	""	"   17672"	""
"vimss"	" 3475779"	"3-phosphoglycerate"	"   17673"	"3-phosphoglycerate"
"vimss"	" 3475780"	""	"   17674"	""
"vimss"	" 3475781"	""	"   17675"	""
"vimss"	" 3475782"	""	"   17676"	""
"vimss"	" 3475783"	"threonine"	"   17677"	"threonine"
"vimss"	" 3475784"	"glycine"	"   17678"	"glycine"
"vimss"	" 3475785"	""	"   17680"	""
"vimss"	" 3475786"	""	"   17681"	""
"vimss"	" 3475787"	""	"   17682"	""
"vimss"	" 3475788"	""	"   17683"	""
"vimss"	" 3475791"	"glyceric acid"	"   17686"	"glyceric acid"
"vimss"	" 3475792"	""	"   17687"	""
"vimss"	" 3475793"	""	"   17688"	""
"vimss"	" 3475795"	""	"   17692"	""
"vimss"	" 3475796"	""	"   17693"	""
"vimss"	" 3475797"	""	"   17694"	""
"vimss"	" 3475798"	""	"   17695"	""
"vimss"	" 3475799"	""	"   17696"	""
"vimss"	" 3475800"	""	"   17697"	""
"vimss"	" 3475801"	""	"   17698"	""
"vimss"	" 3475802"	""	"   17699"	""
"vimss"	" 3475803"	"adenosine-5-monophosphate"	"   17700"	"adenosine-5-monophosphate"
"vimss"	" 3475804"	""	"   17701"	""
"vimss"	" 3475805"	""	"   17702"	""
"vimss"	" 3475806"	"orotic acid"	"   17703"	"orotic acid"
"vimss"	" 3475807"	"phosphoric acid"	"   17704"	"phosphoric acid"
"vimss"	" 3475808"	""	"   17705"	""
"vimss"	" 3475811"	""	"   17707"	""
"vimss"	" 3475812"	"adenosine-5-monophosphate"	"   17708"	"adenosine-5-monophosphate"
"vimss"	" 3475813"	""	"   17709"	""
"vimss"	" 3475814"	""	"   17710"	""
"vimss"	" 3475815"	""	"   17711"	"adenosine-5-monophosphate"
"vimss"	" 3475816"	""	"   17712"	""
"vimss"	" 3475817"	"adenosine-5-monophosphate"	"   17713"	"adenosine-5-monophosphate"
"vimss"	" 3475818"	""	"   17714"	""
"vimss"	" 3475819"	""	"   17715"	""
"vimss"	" 3475820"	""	"   17716"	""
"vimss"	" 3475821"	"xylose 2"	"   17717"	""
"vimss"	" 3475822"	""	"   17718"	""
"vimss"	" 3475825"	""	"   17719"	""
"vimss"	" 3475826"	""	"   17720"	""
"vimss"	" 3475827"	""	"   17721"	""
"vimss"	" 3475828"	""	" 1937078"	""
"vimss"	" 3475829"	""	"   17722"	""
"vimss"	" 3475830"	""	"   17723"	""
"vimss"	" 3475831"	""	"   17724"	""
"vimss"	" 3475832"	"adenine"	"   17725"	"adenine"
"vimss"	" 3475833"	""	"   17726"	""
"vimss"	" 3475834"	""	"   17727"	""
"vimss"	" 3475835"	""	"   17728"	""
"vimss"	" 3475836"	""	"   17729"	""
"vimss"	" 3475837"	""	"   17730"	""
"vimss"	" 3475838"	""	"   17731"	""
"vimss"	" 3475839"	""	"   17732"	""
"vimss"	" 3475840"	""	"   17733"	""
"vimss"	" 3475841"	""	"   17734"	""
"vimss"	" 3475842"	""	"   17735"	""
"vimss"	" 3475843"	""	"   17736"	""
"vimss"	" 3475848"	""	"   17743"	""
"vimss"	" 3475849"	""	"   17744"	""
"vimss"	" 3475851"	""	"   17745"	""
"vimss"	" 3475852"	""	"   17746"	""
"vimss"	" 3475853"	""	"   17747"	""
"vimss"	" 3475854"	""	"   17748"	""
"vimss"	" 3475856"	""	"   17750"	""
"vimss"	" 3475857"	""	" 1937093"	""
"vimss"	" 3475858"	""	" 1937094"	""
"vimss"	" 3475859"	""	"   17752"	""
"vimss"	" 3475861"	""	" 1937096"	""
"vimss"	" 3475862"	""	"   17756"	""
"vimss"	" 3475863"	""	"   17757"	""
"vimss"	" 3475865"	""	" 1937098"	""
"vimss"	" 3475866"	""	"   17759"	""
"vimss"	" 3475867"	""	"   17760"	""
"vimss"	" 3475868"	""	"   17761"	""
"vimss"	" 3475869"	""	"   17762"	""
"vimss"	" 3475870"	""	"   17763"	""
"vimss"	" 3475871"	""	" 1937099"	""
"vimss"	" 3475872"	""	"   17765"	""
"vimss"	" 3475873"	""	"   17766"	""
"vimss"	" 3475874"	""	"   17767"	""
"vimss"	" 3475875"	"cysteine"	"   17768"	"cysteine"
"vimss"	" 3475876"	""	"   17769"	""
"vimss"	" 3475877"	""	"   17770"	""
"vimss"	" 3475878"	""	"   17771"	""
"vimss"	" 3475879"	""	"   17772"	""
"vimss"	" 3475880"	""	"   17773"	""
"vimss"	" 3475881"	""	"   17774"	""
"vimss"	" 3475882"	"phosphoric acid"	"   17775"	""
"vimss"	" 3475883"	""	"   17776"	""
"vimss"	" 3475885"	""	" 1937101"	""
"vimss"	" 3475887"	""	"   17780"	""
"vimss"	" 3475888"	"glucose-6-phosphate 1"	"   17781"	"glucose-6-phosphate 1"
"vimss"	" 3475889"	"mannose-6-phosphate NIST"	"   17782"	"mannose-6-phosphate NIST"
"vimss"	" 3475890"	""	"   17783"	""
"vimss"	" 3475892"	""	"   17784"	""
"vimss"	" 3475893"	"phosphoric acid"	"   17785"	"phosphoric acid"
"vimss"	" 3475894"	""	"   17786"	""
"vimss"	" 3475895"	""	"   17787"	""
"vimss"	" 3475896"	""	"   17788"	""
"vimss"	" 3475897"	""	"   17789"	""
"vimss"	" 3475898"	""	"   17790"	"putrescine"
"vimss"	" 3475900"	"phosphoric acid"	"   17791"	"phosphoric acid"
"vimss"	" 3475901"	"phosphoric acid"	"   17792"	"phosphoric acid"
"vimss"	" 3475902"	"phosphoric acid"	"   17793"	"phosphoric acid"
"vimss"	" 3475903"	"phosphoric acid"	"   17794"	"phosphoric acid"
"vimss"	" 3475904"	"phosphoric acid"	"   17795"	"phosphoric acid"
"vimss"	" 3475905"	"phosphoric acid"	"   17796"	"phosphoric acid"
"vimss"	" 3475906"	"phosphoric acid"	"   17797"	"phosphoric acid"
"vimss"	" 3475907"	"phosphoric acid"	"   17798"	"phosphoric acid"
"vimss"	" 3475908"	"phosphoric acid"	"   17799"	"phosphoric acid"
"vimss"	" 3475909"	""	"   17800"	""
"vimss"	" 3475910"	""	"   17801"	""
"vimss"	" 3475911"	""	"   17802"	""
"vimss"	" 3475912"	""	"   17803"	""
"vimss"	" 3475913"	"adenosine-5-monophosphate"	"   17804"	"adenosine-5-monophosphate"
"vimss"	" 3475914"	""	" 1937104"	""
"vimss"	" 3475915"	""	"   17806"	""
"vimss"	" 3475916"	""	" 1937106"	""
"vimss"	" 3475917"	""	"   17808"	""
"vimss"	" 3475918"	"phosphoric acid"	"   17809"	"phosphoric acid"
"vimss"	" 3475919"	""	"   17810"	""
"vimss"	" 3475920"	""	"   17811"	""
"vimss"	" 3475921"	""	"   17812"	""
"vimss"	" 3475926"	""	"   17814"	""
"vimss"	" 3475927"	""	" 1937108"	""
"vimss"	" 3475934"	""	" 1937115"	""
"vimss"	" 3475935"	""	"   17817"	""
"vimss"	" 3475936"	""	"   17818"	""
"vimss"	" 3475937"	""	"   17819"	""
"vimss"	" 3475939"	""	"   17821"	""
"vimss"	" 3475940"	"isoleucine"	" 1937119"	"isoleucine"
"vimss"	" 3475941"	""	" 1937120"	""
"vimss"	" 3475942"	"serine"	"   17824"	"serine"
"vimss"	" 3475943"	""	"   17825"	""
"vimss"	" 3475944"	""	"   17826"	""
"vimss"	" 3475945"	""	"   17827"	""
"vimss"	" 3475947"	"adenosine-5-monophosphate"	" 1937123"	"adenosine-5-monophosphate"
"vimss"	" 3475948"	"phosphoric acid , phosphoric acid"	" 1937124"	"phosphoric acid , phosphoric acid"
"vimss"	" 3475950"	""	"   17832"	""
"vimss"	" 3475954"	"glycerol"	"   17835"	"glycerol"
"vimss"	" 3475955"	""	"   17836"	""
"vimss"	" 3475956"	""	" 1937127"	""
"vimss"	" 3475957"	""	" 1937128"	""
"vimss"	" 3475958"	""	" 1937129"	""
"vimss"	" 3475959"	""	"   17840"	""
"vimss"	" 3475960"	""	" 1937130"	""
"vimss"	" 3475961"	""	"   17842"	"alanine"
"vimss"	" 3475962"	""	"   17843"	""
"vimss"	" 3475963"	""	" 1937131"	""
"vimss"	" 3475964"	""	"   17845"	""
"vimss"	" 3475965"	""	"   17846"	""
"vimss"	" 3475967"	""	" 1937132"	""
"vimss"	" 3475972"	""	" 1937137"	""
"vimss"	" 3475976"	""	"   17850"	""
"vimss"	" 3475977"	""	"   17851"	""
"vimss"	" 3475978"	""	"   17852"	""
"vimss"	" 3475979"	""	" 1937139"	""
"vimss"	" 3475980"	""	"   17854"	""
"vimss"	" 3475981"	""	"   17855"	""
"vimss"	" 3475986"	""	" 1937140"	""
"vimss"	" 3475987"	"2,6-diaminopimelic acid"	"   17858"	"2,6-diaminopimelic acid"
"vimss"	" 3475988"	""	"   17859"	""
"vimss"	" 3475989"	""	"   17860"	""
"vimss"	" 3475990"	""	"   17861"	""
"vimss"	" 3475991"	"adenosine-5-monophosphate"	"   17862"	"adenosine-5-monophosphate"
"vimss"	" 3475992"	""	" 1937142"	""
"vimss"	" 3475994"	""	"   17864"	""
"vimss"	" 3475995"	""	"   17865"	""
"vimss"	" 3475996"	""	" 1937144"	""
"vimss"	" 3475997"	""	"   17868"	""
"vimss"	" 3475998"	""	"   17869"	""
"vimss"	" 3475999"	"adenosine-5-monophosphate"	" 1937146"	"adenosine-5-monophosphate"
"vimss"	" 3476000"	""	" 1937147"	""
"vimss"	" 3476001"	""	" 1937148"	""
"vimss"	" 3476002"	""	" 1937149"	""
"vimss"	" 3476003"	""	" 1937150"	""
"vimss"	" 3476004"	""	"   17875"	""
"vimss"	" 3476005"	""	"   17876"	""
"vimss"	" 3476006"	"methionine"	"   17877"	"methionine"
"vimss"	" 3476007"	""	" 1937151"	""
"vimss"	" 3476008"	"phosphoric acid"	"   17879"	"phosphoric acid"
"vimss"	" 3476009"	""	"   17880"	""
"vimss"	" 3476010"	""	" 1937152"	""
"vimss"	" 3476011"	""	"   17882"	""
"vimss"	" 3476012"	"leucine"	"   17883"	"leucine"
"vimss"	" 3476013"	""	"   17884"	""
"vimss"	" 3476014"	""	" 1937154"	""
"vimss"	" 3476015"	""	"   17886"	""
"vimss"	" 3476016"	""	" 1937155"	""
"vimss"	" 3476017"	""	"   17888"	""
"vimss"	" 3476018"	"phenylpyruvic acid"	"   17889"	"phenylpyruvic acid"
"vimss"	" 3476019"	""	"   17890"	""
"vimss"	" 3476021"	""	" 1937156"	""
"vimss"	" 3476022"	""	"   17892"	""
"vimss"	" 3476023"	""	"   17893"	""
"vimss"	" 3476024"	""	"   17894"	""
"vimss"	" 3476025"	""	" 1937158"	""
"vimss"	" 3476026"	""	"   17896"	""
"vimss"	" 3476032"	""	"   17897"	""
"vimss"	" 3476033"	""	"   17898"	""
"vimss"	" 3476034"	""	"   17899"	""
"vimss"	" 3476035"	""	"   17900"	""
"vimss"	" 3476036"	""	"   17901"	""
"vimss"	" 3476038"	""	"   17902"	""
"vimss"	" 3476039"	""	"   17903"	""
"vimss"	" 3476041"	""	"   17904"	""
"vimss"	" 3476043"	""	"   17905"	""
"vimss"	" 3476045"	""	"   17906"	""
"vimss"	" 3476046"	"methionine"	"   17907"	"methionine"
"vimss"	" 3476048"	""	" 7497370"	""
"vimss"	" 3476049"	""	"   17908"	""
"vimss"	" 3476050"	""	"   17909"	""
"vimss"	" 3476051"	"phosphoric acid"	"   17910"	"phosphoric acid"
"vimss"	" 3476052"	""	" 1937169"	""
"vimss"	" 3476053"	""	"   17912"	""
"vimss"	" 3476054"	""	"   17913"	""
"vimss"	" 3476055"	""	"   17914"	""
"vimss"	" 3476057"	""	"   17923"	""
"vimss"	" 3476059"	""	"   17921"	""
"vimss"	" 3476064"	"phosphoric acid"	"   17925"	""
"vimss"	" 3476065"	""	"   17926"	""
"vimss"	" 3476066"	""	"   17927"	""
"vimss"	" 3476067"	""	"   17928"	""
"vimss"	" 3476069"	""	"   17929"	""
"vimss"	" 3476070"	""	"   17930"	""
"vimss"	" 3476072"	""	"   17931"	""
"vimss"	" 3476073"	""	"   17932"	""
"vimss"	" 3476074"	""	"   17933"	""
"vimss"	" 3476075"	""	"   17934"	""
"vimss"	" 3476076"	""	"   17935"	""
"vimss"	" 3476077"	""	"   17936"	""
"vimss"	" 3476078"	""	"   17937"	""
"vimss"	" 3476079"	""	"   17938"	""
"vimss"	" 3476080"	"mannose-6-phosphate NIST"	"   17939"	"mannose-6-phosphate NIST"
"vimss"	" 3476081"	"mannose-6-phosphate NIST"	"   17940"	"mannose-6-phosphate NIST"
"vimss"	" 3476082"	""	"   17941"	""
"vimss"	" 3476083"	""	"   17942"	""
"vimss"	" 3476084"	"rhamnose 1"	" 1937180"	"rhamnose 1"
"vimss"	" 3476085"	""	"   17944"	""
"vimss"	" 3476087"	""	"   17945"	""
"vimss"	" 3476088"	""	"   17946"	""
"vimss"	" 3476089"	""	"   17947"	""
"vimss"	" 3476090"	""	"   17948"	""
"vimss"	" 3476092"	""	"   17949"	""
"vimss"	" 3476093"	""	"   17950"	""
"vimss"	" 3476094"	""	"   17951"	""
"vimss"	" 3476095"	""	"   17952"	""
"vimss"	" 3476096"	""	" 1937184"	""
"vimss"	" 3476097"	""	"   17954"	""
"vimss"	" 3476098"	""	"   17955"	""
"vimss"	" 3476100"	""	"   17956"	""
"vimss"	" 3476101"	""	"   17957"	""
"vimss"	" 3476102"	""	"   17958"	""
"vimss"	" 3476103"	""	"   17959"	""
"vimss"	" 3476104"	""	"   17960"	""
"vimss"	" 3476105"	""	"   17961"	""
"vimss"	" 3476106"	""	"   17962"	""
"vimss"	" 3476107"	""	"   17963"	""
"vimss"	" 3476108"	"phosphoric acid"	"   17964"	"phosphoric acid"
"vimss"	" 3476109"	"glycerol"	"   17965"	"glycerol"
"vimss"	" 3476110"	""	"   17966"	""
"vimss"	" 3476112"	""	"   17967"	""
"vimss"	" 3476113"	""	"   17968"	""
"vimss"	" 3476114"	"succinic acid"	"   17969"	"succinic acid"
"vimss"	" 3476115"	""	"   17970"	""
"vimss"	" 3476116"	""	"   17971"	""
"vimss"	" 3476117"	""	"   17972"	""
"vimss"	" 3476118"	""	"   17973"	""
"vimss"	" 3476119"	"adenosine-5-monophosphate"	"   17974"	"adenosine-5-monophosphate"
"vimss"	" 3476120"	""	"   17975"	""
"vimss"	" 3476122"	""	"   17976"	""
"vimss"	" 3476124"	""	"   17977"	""
"vimss"	" 3476125"	"cystathionine 4TMS NIST"	"   17978"	"cystathionine 4TMS NIST"
"vimss"	" 3476126"	"homoserine , aspartic acid"	"   17979"	"aspartic acid"
"vimss"	" 3476127"	""	"   17980"	""
"vimss"	" 3476128"	"phenylalanine"	"   17981"	"phenylalanine"
"vimss"	" 3476129"	""	"   17982"	""
"vimss"	" 3476130"	""	"   17983"	""
"vimss"	" 3476132"	"glycerol"	"   17984"	"glycerol"
"vimss"	" 3476133"	"phosphoethanolamine"	"   17985"	""
"vimss"	" 3476134"	""	" 1937187"	"glyceric acid"
"vimss"	" 3476135"	""	"   17988"	""
"vimss"	" 3476136"	"mannose-6-phosphate NIST"	"   17989"	"mannose-6-phosphate NIST"
"vimss"	" 3476137"	""	"   17990"	""
"vimss"	" 3476138"	"glutathione , methionine"	"   17991"	"methionine"
"vimss"	" 3476139"	"mannose-6-phosphate NIST"	"   17992"	"mannose-6-phosphate NIST"
"vimss"	" 3476140"	""	"   17993"	""
"vimss"	" 3476141"	""	"   17994"	""
"vimss"	" 3476142"	"phosphoric acid"	"   17995"	"phosphoric acid"
"vimss"	" 3476143"	"ornithine 3TMS minor"	"   17996"	"ornithine 3TMS minor"
"vimss"	" 3476144"	"phosphoric acid"	"   17997"	"phosphoric acid"
"vimss"	" 3476145"	""	"   17998"	""
"vimss"	" 3476146"	""	"   17999"	""
"vimss"	" 3476148"	""	"   18000"	""
"vimss"	" 3476149"	""	"   18001"	""
"vimss"	" 3476150"	""	"   18002"	""
"vimss"	" 3476151"	""	"   18003"	""
"vimss"	" 3476152"	""	"   18004"	""
"vimss"	" 3476153"	""	"   18005"	""
"vimss"	" 3476154"	""	"   18006"	""
"vimss"	" 3476159"	""	"   18007"	""
"vimss"	" 3476160"	"adenosine-5-monophosphate"	"   18008"	"adenosine-5-monophosphate"
"vimss"	" 3476161"	""	"   18009"	""
"vimss"	" 3476167"	""	"   18012"	""
"vimss"	" 3476168"	""	"   18013"	""
"vimss"	" 3476169"	""	"   18014"	""
"vimss"	" 3476170"	""	"   18015"	""
"vimss"	" 3476171"	""	"   18016"	""
"vimss"	" 3476172"	""	"   18017"	""
"vimss"	" 3476173"	""	"   18018"	""
"vimss"	" 3476174"	""	"   18019"	""
"vimss"	" 3476175"	""	"   18020"	""
"vimss"	" 3476177"	""	"   18021"	""
"vimss"	" 3476178"	""	"   18022"	""
"vimss"	" 3476179"	""	" 1937202"	""
"vimss"	" 3476180"	""	"   18024"	""
"vimss"	" 3476181"	""	"   18025"	""
"vimss"	" 3476182"	""	"   18026"	""
"vimss"	" 3476183"	""	"   18027"	""
"vimss"	" 3476184"	"adenosine-5-monophosphate"	" 1937204"	"adenosine-5-monophosphate , adenosine-5-monophosphate"
"vimss"	" 3476185"	""	"   18029"	""
"vimss"	" 3476186"	""	"   18030"	""
"vimss"	" 3476187"	""	"   18031"	""
"vimss"	" 3476188"	""	"   18032"	""
"vimss"	" 3476189"	""	"   18033"	""
"vimss"	" 3476190"	""	"   18034"	""
"vimss"	" 3476191"	""	"   18035"	""
"vimss"	" 3476192"	""	"   18036"	""
"vimss"	" 3476193"	"glycine"	"   18037"	"glycine"
"vimss"	" 3476194"	""	"   18038"	""
"vimss"	" 3476200"	"glycine"	"   18040"	"glycine"
"vimss"	" 3476201"	"homoserine"	"   18041"	"homoserine"
"vimss"	" 3476202"	"malic acid"	"   18042"	"malic acid"
"vimss"	" 3476203"	"succinic acid"	"   18043"	"succinic acid"
"vimss"	" 3476205"	"phosphoric acid"	"   18044"	"phosphoric acid"
"vimss"	" 3476207"	""	"   18046"	""
"vimss"	" 3476208"	"methionine"	"   18047"	"methionine"
"vimss"	" 3476209"	""	"   18048"	""
"vimss"	" 3476210"	""	"   18049"	""
"vimss"	" 3476211"	""	"   18050"	""
"vimss"	" 3476212"	""	"   18051"	""
"vimss"	" 3476216"	"aspartic acid"	"   18052"	"aspartic acid"
"vimss"	" 3476217"	"glucose-6-phosphate 1"	"   18053"	"glucose-6-phosphate 1"
"vimss"	" 3476218"	""	"   18054"	""
"vimss"	" 3476219"	""	"   18055"	""
"vimss"	" 3476220"	""	"   18056"	""
"vimss"	" 3476221"	""	"   18057"	""
"vimss"	" 3476222"	""	" 3446236"	""
"vimss"	" 3476223"	""	"   18058"	""
"vimss"	" 3476224"	""	"   18059"	""
"vimss"	" 3476225"	""	"   18060"	""
"vimss"	" 3476226"	""	"   18061"	""
"vimss"	" 3476227"	""	"   18062"	""
"vimss"	" 3476228"	"phosphoric acid"	"   18063"	""
"vimss"	" 3476229"	""	"   18064"	""
"vimss"	" 3476230"	""	"   18065"	""
"vimss"	" 3476232"	""	"   18067"	""
"vimss"	" 3476233"	"succinic acid"	"   18068"	"succinic acid"
"vimss"	" 3476234"	"glycerol-alpha-phosphate"	"   18069"	"glycerol-alpha-phosphate"
"vimss"	" 3476235"	""	"   18070"	""
"vimss"	" 3476236"	""	"   18071"	""
"vimss"	" 3476237"	""	"   18072"	""
"vimss"	" 3476238"	""	"   18073"	""
"vimss"	" 3476239"	""	"   18074"	""
"vimss"	" 3476240"	""	"   18075"	""
"vimss"	" 3476241"	""	"   18076"	""
"vimss"	" 3476243"	""	"   18077"	""
"vimss"	" 3476244"	""	"   18079"	""
"vimss"	" 3476245"	"adenosine-5-monophosphate"	"   18080"	"adenosine-5-monophosphate"
"vimss"	" 3476246"	"alanine"	"   18081"	"alanine"
"vimss"	" 3476247"	"aspartic acid"	"   18082"	"aspartic acid"
"vimss"	" 3476250"	""	"   18084"	""
"vimss"	" 3476251"	""	"   18085"	""
"vimss"	" 3476252"	""	"   18086"	""
"vimss"	" 3476253"	""	"   18087"	""
"vimss"	" 3476254"	""	"   18088"	""
"vimss"	" 3476255"	""	"   18089"	""
"vimss"	" 3476256"	""	"   18090"	""
"vimss"	" 3476257"	""	"   18091"	""
"vimss"	" 3476259"	""	"   18092"	""
"vimss"	" 3476260"	""	"   18093"	""
"vimss"	" 3476263"	""	"   18095"	""
"vimss"	" 3476264"	""	"   18096"	""
"vimss"	" 3476266"	"adenosine-5-monophosphate"	"   18097"	"adenosine-5-monophosphate"
"vimss"	" 3476267"	""	"   18098"	""
"vimss"	" 3476268"	""	"   18099"	""
"vimss"	" 3476269"	""	"   18100"	""
"vimss"	" 3476270"	""	"   18101"	""
"vimss"	" 3476271"	""	"   18102"	""
"vimss"	" 3476272"	""	"   18103"	""
"vimss"	" 3476273"	""	"   18104"	""
"vimss"	" 3476274"	""	"   18105"	""
"vimss"	" 3476275"	""	"   18106"	""
"vimss"	" 3476276"	""	"   18107"	""
